Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
2552,51033,Maurine Schneider,Mr,Male,1,Single,56,3/3/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Helper,1996
2553,1795171,Prof Nathanial Gerhold,Mr,Male,1,Single,31,3/9/2022,3/26/2022,Inactive,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988
2554,188025,Zelda Kohler,Mr,Male,1,Single,53,3/8/2022,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,1999
2555,5397,Mr Noel Buckridge PhD,Mr,Male,1,Single,69,3/1/2022,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Site Supervisor,2001
2557,193212,Dr Alexandro Davis,Mr,Male,1,Married,31,3/10/2022,3/23/2022,Inactive,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
2558,1795172,Antonette Wunsch,Mr,Male,5,Married,31,3/14/2022,4/6/2022,Inactive,4/6/2022,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1982
2559,196181,Rollin Jacobi DDS,Mr,Male,1,Married,55,3/10/2022,6/17/2022,Inactive,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1972
2560,196182,Scottie Murray Jr,Mr,Male,1,Married,31,3/10/2022,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990
2561,198152,Doris Flatley,Mr,Male,1,Married,31,3/14/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
2562,5399,Dr Paul Weber V,Ms,Female,1,,8,3/10/2022,6/24/2022,Inactive,6/24/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1983
2563,1935034,Marcelina Boehm,Mr,Male,1,Married,31,3/12/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998
2564,1935035,Ms Pinkie Grady DVM,Mr,Male,1,,31,3/11/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
2565,5400,Dillon Oberbrunner DDS,Mr,Male,1,,191,3/15/2022,7/26/2022,Inactive,7/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Logistic Assistant,1994
2566,1935033,Edythe Altenwerth,Mr,Male,1,,31,3/1/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
2567,1935036,Gisselle Nitzsche,Mr,Male,1,Married,31,3/3/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
2568,193213,Mr Peyton Kulas,Ms,Female,1,Single,30,3/16/2022,5/9/2022,Inactive,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998
2569,5401,Elliot Luettgen,Mr,Male,1,Single,22,3/10/2022,\N,Active,\N,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
2570,1795173,Albertha O'Conner,Mr,Male,1,Married,31,3/19/2022,3/29/2022,Inactive,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
2572,5403,Miss Oleta Rath,Mr,Male,1,Married,192,3/21/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Planning Engineer,1995
2573,5404,Delfina Fay DVM,Mr,Male,1,Single,7,3/21/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,2000
2574,5405,Davon Rath,Mr,Male,1,Single,33,3/21/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1995
2575,5406,Jewell Sipes,Mr,Male,5,Married,6,3/22/2022,4/4/2022,Inactive,4/4/2022,\N,\N,Staff,Contarct Basis,Muslim,Project Manager,1964
2576,1985018,Mr Easton Balistreri,Mr,Male,1,Married,4,3/19/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1975
2577,1985019,Guiseppe Schultz,Mr,Male,1,Married,4,3/19/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1990
2578,1985020,Dan Connelly,Mr,Male,1,Married,4,3/19/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1974
2579,1985021,Dr Blaise Lebsack,Mr,Male,1,Married,4,3/19/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1987
2580,1985022,Lee Beatty,Mr,Male,1,Married,4,3/19/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1995
2581,1985023,Aliyah Mohr,Mr,Male,1,Married,4,3/19/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1987
2582,1985024,Miss Queenie VonRueden V,Mr,Male,1,Married,4,3/19/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1972
2586,1935037,Philip Lowe,Mr,Male,1,Single,31,3/14/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2588,201013,Mr Gavin Dach,Mr,Male,1,Single,31,3/25/2022,9/5/2022,Inactive,9/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
2592,5410,Mr Joan Effertz,Mr,Male,5,Married,22,4/6/2022,8/31/2022,Inactive,8/31/2022,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1997
2593,5411,Else Hyatt,Mr,Male,1,,8,4/18/2022,5/3/2022,Inactive,5/3/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1997
2594,5412,Adrain Welch,Mr,Male,3,Single,8,4/18/2022,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1997
2597,5414,Mr Greg Mayer DDS,Mr,Male,1,,22,4/19/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1994
2598,1945039,Dean Zemlak,Mr,Male,1,Married,4,4/23/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Permanant,Buddhist,Bar Bender,1987
2599,1945040,Talon Hudson,Mr,Male,1,Married,124,4/25/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1968
2600,51034,Prof Trevor Ledner,Mr,Male,1,Married,56,4/26/2022,5/4/2022,Inactive,5/4/2022,\N,\N,Labour,Contarct Basis,Buddhist,Helper,1986
2601,5416,Miss Alene Stokes DVM,Mr,Male,1,Married,90,4/28/2022,8/27/2022,Inactive,8/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1987
2602,1945041,Alana Friesen Sr,Mr,Male,1,Married,31,4/26/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965
2603,1945042,Lia Dietrich DVM,Mr,Male,1,Married,31,4/27/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2604,5418,Price Zieme,Mr,Male,1,Married,78,5/3/2022,9/19/2022,Inactive,9/19/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1989
2606,1935039,Mr Brant Stracke,Mr,Male,1,Married,1,5/1/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1991
2607,1935040,Scot Christiansen,Mr,Male,1,Married,31,5/4/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2614,1935041,Maeve Mraz,Mr,Male,1,Single,31,5/25/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2615,1935042,Marge Kemmer,Mr,Male,1,Single,31,5/25/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2616,1935043,Dr Orville Schmidt V,Mr,Male,1,Single,31,5/25/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2617,1935044,Maverick Doyle DVM,Mr,Male,1,Single,31,5/25/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2637,193215,Troy Beier,Mr,Male,1,Married,24,6/20/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Driver,'0000'
2642,5420,Mireya Crooks,Mr,Male,1,Married,104,7/14/2022,11/4/2022,Inactive,11/4/2022,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1965
2643,193216,Prof Stone Kunze,Mr,Male,1,Married,54,7/20/2022,\N,Active,\N,673,\N,Labour,Contarct Basis,Buddhist,Lab Technician,1986
2701,5424,Ilene Stehr DVM,Ms,Female,1,Single,143,8/26/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,HR Assistant,1996
2705,193219,Jordon Hickle I,Mr,Male,1,Married,31,8/29/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2709,5425,Arvilla Jenkins,Ms,Female,1,Married,33,9/1/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1989
2715,50047,Mrs Mara Gleason I,Mr,Male,1,Married,38,9/1/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Office Assistant,1965
2734,5426,Mortimer Lindgren DDS,Mr,Male,1,,8,9/26/2022,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
2737,5427,Prof Ismael Prosacco,Mr,Male,1,Married,78,9/27/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1984
2771,5429,Dr Bertram Emard,Mr,Male,1,Married,198,10/6/2022,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Projects Officer,1981
2831,5433,Ms Katelin Medhurst,Mr,Male,1,Single,111,10/25/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Management Trainee,1996
2836,5434,Janis Borer Jr,Ms,Female,1,Single,17,11/1/2022,12/22/2022,Inactive,12/22/2022,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993
2890,5479,Delphia Haley,Mr,Male,1,Single,8,11/21/2022,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1994
2972,5480,Lance Stanton,Mr,Male,1,Single,201,12/5/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Software Developer,1997
2973,5481,Chauncey Reilly,Mr,Male,1,Single,8,12/8/2022,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990
3041,5482,Sudath,Mr,Male,1,Married,104,12/20/2022,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1979
